Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep
1820;1820;Kartverket;Gyldig;29.11.2017;1;Alstahaug;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1820/a49b3677-5c0e-41f2-8d7d-eed35fcdb810;
1822;1822;Kartverket;Gyldig;29.11.2017;1;Leirfjord;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1822/6b40ef6d-5c31-4d12-8ed8-d5aa5e518691;
1824;1824;Kartverket;Gyldig;29.11.2017;1;Vefsn;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1824/f825488a-c0f9-4488-a293-b821d0f04cf0;
1825;1825;Kartverket;Gyldig;29.11.2017;1;Grane;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1825/700938a8-9d9a-4241-91e4-8483bc7f0742;
1826;1826;Kartverket;Gyldig;05.06.2020;1;Aarborte – Hattfjelldal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1826/62afaf55-2a0e-49b6-ab63-3e0abb54287e;
1827;1827;Kartverket;Gyldig;29.11.2017;1;Dønna;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1827/2dbe0064-4d47-4e7f-9b84-95302c6b97c5;
1828;1828;Kartverket;Gyldig;29.11.2017;1;Nesna;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1828/baf2440d-295f-4cb9-b7d3-6f5e30c32b4f;
1832;1832;Kartverket;Gyldig;29.11.2017;1;Hemnes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1832/435fd0c5-fbd7-4b4a-a24a-aceec2926e6d;
1833;1833;Kartverket;Gyldig;29.11.2017;1;Rana;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1833/f519c20e-9713-427f-b242-7cb84710f8b4;
1834;1834;Kartverket;Gyldig;29.11.2017;1;Lurøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1834/74c280aa-69de-41d6-807c-366437ae319c;
1835;1835;Kartverket;Gyldig;29.11.2017;1;Træna;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1835/c22d1497-651d-475d-a97b-614c0d7f4a45;
1836;1836;Kartverket;Gyldig;29.11.2017;1;Rødøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1836/1d4c1a9c-40b4-4383-9a03-c52910b02db3;
1837;1837;Kartverket;Gyldig;29.11.2017;1;Meløy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1837/3a8a7762-a454-4f64-b33f-100aa6d5b7eb;
1838;1838;Kartverket;Gyldig;29.11.2017;1;Gildeskål;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1838/3ac8cd80-1c8c-4470-bac9-5988a7a8b2f6;
1839;1839;Kartverket;Gyldig;29.11.2017;1;Beiarn;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1839/3487003d-cce9-4705-85f3-0b4c5f79bd45;
1840;1840;Kartverket;Gyldig;29.11.2017;1;Saltdal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1840/fe0af75a-5854-445c-949a-af9a70137796;
1841;1841;Kartverket;Gyldig;29.11.2017;1;Fauske – Fuossko;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1841/68aed9a5-eaa5-4495-8bc2-3a7e88dafed7;
1842;1842;Kartverket;Utgått;29.11.2017;1;Skjerstad;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1842/9a335afc-0ea2-4dcc-b825-da0c4a983696;
1845;1845;Kartverket;Gyldig;29.11.2017;1;Sørfold;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1845/03266687-4db8-4bd8-940e-9fc0e4e42136;
1848;1848;Kartverket;Gyldig;29.11.2017;1;Steigen;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1848/b81343c2-67a9-4da1-8c4b-2e16ef3527c1;
1849;1849;Kartverket;Utgått;29.11.2017;1;Hamarøy – Hábmer;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1849/5f1e7232-d308-4931-82e5-7603c50613bc;
1850;1850;Kartverket;Utgått;29.11.2017;1;Divtasvuodna – Tysfjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1850/1168065c-632e-405f-b603-483a7341a81f;
1851;1851;Kartverket;Gyldig;29.11.2017;1;Lødingen;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1851/1f399964-e105-4f8b-a8eb-ac493b347774;
1852;1852;Kartverket;Utgått;29.11.2017;1;Tjeldsund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1852/1d857fa4-7c90-41fe-a815-10301cd9cfd3;
1853;1853;Kartverket;Gyldig;17.06.2021;1;Evenes – Evenášši;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1853/420d29ac-a455-4aa7-8ee9-53c7b4264db7;
1854;1854;Kartverket;Utgått;29.11.2017;1;Ballangen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1854/ec133589-89dc-4b49-aaa5-bb2fdcb5d018;
1856;1856;Kartverket;Gyldig;29.11.2017;1;Røst;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1856/fa6ed3e3-2532-4109-a873-73e2268e81b9;
1857;1857;Kartverket;Gyldig;29.11.2017;1;Værøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1857/f51eefa2-868d-47f0-920b-be835d36647d;
1859;1859;Kartverket;Gyldig;29.11.2017;1;Flakstad;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1859/9e0ad45d-dddc-4a3c-b939-f9b2baabc401;
1860;1860;Kartverket;Gyldig;29.11.2017;1;Vestvågøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1860/7d42b6ea-de18-43e3-9640-9c2a1b171af2;
1865;1865;Kartverket;Gyldig;29.11.2017;1;Vågan;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1865/c013e3f2-dab6-4369-8b12-9a54762a387d;
1866;1866;Kartverket;Gyldig;29.11.2017;1;Hadsel;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1866/c60d1ab4-eb17-4519-8118-77d6bb1ef1fd;
1867;1867;Kartverket;Gyldig;29.11.2017;1;Bø i Nordland ;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1867/4187d778-5e77-44b2-8518-e4dccd974ce2;
1868;1868;Kartverket;Gyldig;29.11.2017;1;Øksnes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1868/8e855706-c21d-4c6c-bde0-cdf920ee85c4;
1870;1870;Kartverket;Gyldig;24.01.2019;1;Sortland – Suortá;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1870/792cdf59-a765-4ae5-bc73-67c64fe4a3b9;
1871;1871;Kartverket;Gyldig;29.11.2017;1;Andøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1871/0f1d15b8-5eb8-4cef-a79e-3cf93b00a14f;
1874;1874;Kartverket;Gyldig;29.11.2017;1;Moskenes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1874/f10de7bf-e69e-4d92-ab1e-37eef0520428;
1875;1875;Kartverket;Gyldig;05.06.2020;1;Hábmer – Hamarøy;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1875/c8b3be7e-fdb9-4249-87a2-d449937dfc34;
1901;1901;Kartverket;Utgått;24.01.2019;1;Harstad;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1901/dfde2331-47fe-444d-ab59-be7b363f7af5;
1902;1902;Kartverket;Utgått;29.11.2017;1;Tromsø;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1902/9c526756-291a-4593-9b1f-23843b8f1f04;
1903;1903;Kartverket;Utgått;24.01.2019;1;Harstad – Hárstták;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1903/95cbfa05-9a2d-40b8-9bc8-1337cdf15e3e;
1911;1911;Kartverket;Utgått;29.11.2017;1;Kvæfjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1911/6ab9ba09-8564-429d-aceb-bdf71360dbe9;
1913;1913;Kartverket;Utgått;29.11.2017;1;Skånland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1913/40694356-952e-47b2-a84b-bf17e58e6fd9;
1915;1915;Kartverket;Utgått;29.11.2017;1;Bjarkøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1915/44325ef5-8dea-44e5-ab25-a0aee4a1a137;
1917;1917;Kartverket;Utgått;29.11.2017;1;Ibestad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1917/ee45af1f-0758-421b-95be-da608786716b;
1919;1919;Kartverket;Utgått;29.11.2017;1;Gratangen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1919/1bb22d8b-f55f-4b5a-a5dc-b7ed8f2cf944;
1920;1920;Kartverket;Utgått;29.11.2017;1;Loabák – Lavangen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1920/126328f1-9af9-44fd-b929-34f8d1fe6116;
1922;1922;Kartverket;Utgått;29.11.2017;1;Bardu;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1922/0e93e0db-1a81-4382-a685-39851f2516a6;
1923;1923;Kartverket;Utgått;29.11.2017;1;Salangen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1923/6c86ccc2-6f4f-42d1-ad68-eda8f8157eb9;
1924;1924;Kartverket;Utgått;29.11.2017;1;Målselv;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1924/7e10a6f1-9f4f-4546-94d4-9c8d79b59d41;
1925;1925;Kartverket;Utgått;29.11.2017;1;Sørreisa;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1925/04ac2e62-5ebe-43c1-a33e-e4e0cf1f2bf7;
1926;1926;Kartverket;Utgått;29.11.2017;1;Dyrøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1926/1f41c763-b4f6-4dbc-a17e-09ed73579c3a;
1927;1927;Kartverket;Utgått;29.11.2017;1;Tranøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1927/9efe67a0-cb7c-4a1e-9411-3c46e1dbb98e;
1928;1928;Kartverket;Utgått;29.11.2017;1;Torsken;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1928/94ddf98d-68d6-48bb-aef0-c7b65a5f679c;
1929;1929;Kartverket;Utgått;29.11.2017;1;Berg;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1929/86f578a4-610c-4674-9dc6-ef969645d88d;
1931;1931;Kartverket;Utgått;29.11.2017;1;Lenvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1931/126dc52d-b5b4-46ca-9428-6e8cfc253708;
1933;1933;Kartverket;Utgått;29.11.2017;1;Balsfjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1933/92dc5d1b-1702-44f0-a919-021a355c0c2c;
1936;1936;Kartverket;Utgått;29.11.2017;1;Karlsøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1936/56c443ad-f685-4861-800f-22faeecdda74;
1938;1938;Kartverket;Utgått;29.11.2017;1;Lyngen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1938/90a3c785-3aa5-4cc9-b25c-ed8f827f7893;
1939;1939;Kartverket;Utgått;29.11.2017;1;Storfjord – Omasvuotna – Omasvuono;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1939/03404569-cbe1-423c-87c7-691b562bb058;
1940;1940;Kartverket;Utgått;29.11.2017;1;Gáivuotna – Kåfjord – Kaivuono;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1940/fc8b1137-eb48-43c4-a8ea-50ec23b8557b;
1941;1941;Kartverket;Utgått;29.11.2017;1;Skjervøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1941/52a58d0d-af77-48dc-a774-d5d7c6b63971;
1942;1942;Kartverket;Utgått;05.06.2020;1;Nordreisa – Ráisa – Raisi;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1942/c4eb8149-cdae-453a-bcea-9dd4fde7446d;
1943;1943;Kartverket;Utgått;29.11.2017;1;Kvænangen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1943/5a18be6d-73a4-4c46-97d8-c68a74570dfe;
2001;2001;Kartverket;Utgått;29.11.2017;1;Hammerfest;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2001/8e6bca64-28ec-4c39-a666-07a4d58e9040;
2002;2002;Kartverket;Utgått;29.11.2017;1;Vardø;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2002/989c86c4-d269-446b-adc8-93a572e973b9;
2003;2003;Kartverket;Utgått;29.11.2017;1;Vadsø;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2003/f04bae2e-6735-4c84-ba95-eb8f8bf97f8f;
2004;2004;Kartverket;Utgått;29.11.2017;1;Hammerfest;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2004/90038f5b-5d1d-481d-903d-3a5d6be62f13;
2011;2011;Kartverket;Utgått;29.11.2017;1;Guovdageaidnu – Kautokeino;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2011/a362f6e8-086e-48d8-8f92-a32b7e3a5395;
2012;2012;Kartverket;Utgått;29.11.2017;1;Alta;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2012/d4164526-cea3-4f3e-8f07-4df31b4b450d;
2014;2014;Kartverket;Utgått;29.11.2017;1;Loppa;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2014/d27bf903-c275-4266-93a5-dad2ea851fa6;
2015;2015;Kartverket;Utgått;29.11.2017;1;Hasvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2015/403d2c28-407c-4987-8284-a83858dce5eb;
2016;2016;Kartverket;Utgått;29.11.2017;1;Sørøysund;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2016/d8358341-2dde-49de-9926-bcc07beef4f5;
2017;2017;Kartverket;Utgått;29.11.2017;1;Kvalsund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2017/464eb44d-7eb8-44ee-9545-909e967b72ba;
2018;2018;Kartverket;Utgått;29.11.2017;1;Måsøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2018/c33e36b2-ef36-4109-acba-222aae9c80e0;
2019;2019;Kartverket;Utgått;29.11.2017;1;Nordkapp;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2019/6fd97425-ca04-42bf-8982-d6845b4961a7;
2020;2020;Kartverket;Utgått;29.11.2017;1;Porsanger – Porsáŋgu – Porsanki;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2020/9a921409-03bf-4565-89ee-28cc00ed62c7;
2021;2021;Kartverket;Utgått;29.11.2017;1;Kárášjohka – Karasjok ;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2021/f631f673-655c-4314-9f18-03abc7e00208;
2022;2022;Kartverket;Utgått;29.11.2017;1;Lebesby;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2022/7338c7b3-ae51-4219-abed-97b5908da217;
2023;2023;Kartverket;Utgått;29.11.2017;1;Gamvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2023/be6621e5-84f3-4f86-b784-6927d0dc44ca;
2024;2024;Kartverket;Utgått;29.11.2017;1;Berlevåg;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2024/634695d0-2645-4c68-a48f-e944a4483293;
2025;2025;Kartverket;Utgått;29.11.2017;1;Deatnu – Tana;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2025/73bfdb49-ab7a-4e25-b851-a33966bbcda8;
2027;2027;Kartverket;Utgått;29.11.2017;1;Unjárga – Nesseby;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2027/ff954364-70ac-4e49-8202-0d6ec0cdbd35;
2028;2028;Kartverket;Utgått;29.11.2017;1;Båtsfjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2028/5e795a72-f4b1-4431-877f-0cd406926346;
2030;2030;Kartverket;Utgått;14.02.2019;1;Sør-Varanger;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/2030/579c64bc-813f-4096-9bc2-7b2dba216c85;
3001;3001;Kartverket;Gyldig;03.05.2019;1;Halden;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3001/a1a94ae1-fa4e-4f10-a4aa-861e2e690fdf;
3002;3002;Kartverket;Gyldig;03.05.2019;1;Moss;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3002/93ff1de9-c891-45a8-a3d8-d6c61b680b5f;
3003;3003;Kartverket;Gyldig;03.05.2019;1;Sarpsborg;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3003/4a7340b0-12bf-425a-8e70-6d6f240ad0d9;
3004;3004;Kartverket;Gyldig;03.05.2019;1;Fredrikstad;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3004/df489c17-2c66-45ec-a48d-4dcbfb15c39f;
3005;3005;Kartverket;Gyldig;03.05.2019;1;Drammen;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3005/46127c3e-9613-4322-a636-1e79b92afa2a;
3006;3006;Kartverket;Gyldig;03.05.2019;1;Kongsberg;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3006/f4040e13-eb11-45b4-a9c5-ff31a2b9531e;
3007;3007;Kartverket;Gyldig;03.05.2019;1;Ringerike;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3007/76669575-7301-4beb-bf30-27ab6395e96c;
3011;3011;Kartverket;Gyldig;03.05.2019;1;Hvaler;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3011/4239ded4-ff3c-4b63-8680-bdea79ac3d6e;
3012;3012;Kartverket;Gyldig;03.05.2019;1;Aremark;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3012/bbd34061-0499-41f6-a59f-bae0866b2485;
3013;3013;Kartverket;Gyldig;03.05.2019;1;Marker;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3013/41507f71-ae2c-408a-a4b0-6f99c19bc38d;
3014;3014;Kartverket;Gyldig;03.05.2019;1;Indre Østfold;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3014/5717eeca-7735-4a75-837c-89316c2bcb1c;
3015;3015;Kartverket;Gyldig;03.05.2019;1;Skiptvet;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3015/8c03f4ff-3b31-473d-9ba3-e76e88b33e69;
3016;3016;Kartverket;Gyldig;03.05.2019;1;Rakkestad;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3016/254931ee-be19-4bde-a558-45aa1f63401a;
3017;3017;Kartverket;Gyldig;03.05.2019;1;Råde;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3017/a8dda972-5a91-4377-8bf7-ce81c899f587;
3018;3018;Kartverket;Gyldig;03.05.2019;1;Våler i Viken;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3018/19886862-7b78-4c37-b408-3f019384f518;
3019;3019;Kartverket;Gyldig;03.05.2019;1;Vestby;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3019/1942860a-3d1f-4950-bf65-88bcc012ea6e;
3020;3020;Kartverket;Gyldig;03.05.2019;1;Nordre Follo;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3020/9a335eb4-805b-48b0-b84f-511b80176853;
3021;3021;Kartverket;Gyldig;03.05.2019;1;Ås;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3021/163c49fe-9573-47a0-8180-c4c33e8b1c63;
3022;3022;Kartverket;Gyldig;03.05.2019;1;Frogn;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3022/2ed33279-a0a3-4795-bf2b-01b08cf5702d;
3023;3023;Kartverket;Gyldig;03.05.2019;1;Nesodden;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3023/906a7ce7-17ba-4b19-8e9b-a0f6ae7bcf46;
3024;3024;Kartverket;Gyldig;03.05.2019;1;Bærum;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3024/5680272f-63e8-44b9-9899-b2007af20a59;
3025;3025;Kartverket;Gyldig;03.05.2019;1;Asker;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3025/47c66c10-d5b7-42a4-9e87-ca2bfdff23b7;
3026;3026;Kartverket;Gyldig;03.05.2019;1;Aurskog-Høland;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3026/9e6b2d6b-03b7-4aae-a21d-ab982f1fbe51;
3027;3027;Kartverket;Gyldig;03.05.2019;1;Rælingen;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3027/19974025-bef3-421a-816d-ec5bee0bf4db;
3028;3028;Kartverket;Gyldig;03.05.2019;1;Enebakk;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3028/49c43112-b63c-48a9-845b-86b2050014f7;
3029;3029;Kartverket;Gyldig;03.05.2019;1;Lørenskog;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3029/0708fb27-818e-46ad-9fdb-9a5c2aef0ede;
3030;3030;Kartverket;Gyldig;03.05.2019;1;Lillestrøm;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3030/a90b9cee-3a6d-4676-bf69-e43f502a7fbe;
3031;3031;Kartverket;Gyldig;03.05.2019;1;Nittedal;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3031/09927298-08cb-4521-8127-3a08fbad561d;
3032;3032;Kartverket;Gyldig;03.05.2019;1;Gjerdrum;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3032/d7bebbf0-9a48-4da5-8c42-fc32644a33e1;
3033;3033;Kartverket;Gyldig;03.05.2019;1;Ullensaker;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3033/6372bc5d-a3f2-49d3-81cb-ad553d94ba56;
3034;3034;Kartverket;Gyldig;03.05.2019;1;Nes (tidligere Nes i Akershus);01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3034/7b912712-1739-48b5-8244-dc3d7f7fe184;
3035;3035;Kartverket;Gyldig;03.05.2019;1;Eidsvoll;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3035/a85b99c7-7d0e-451a-a669-a89262e7e880;
3036;3036;Kartverket;Gyldig;03.05.2019;1;Nannestad;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3036/a8facac1-55ee-4b4a-a570-d585b8c30f6a;
3037;3037;Kartverket;Gyldig;03.05.2019;1;Hurdal;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3037/6cc7e143-e203-41e3-8587-c9af89af7e8e;
3038;3038;Kartverket;Gyldig;03.05.2019;1;Hole;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3038/140f9979-7ef4-48f8-a3e4-82d9f16ad3b3;
3039;3039;Kartverket;Gyldig;03.05.2019;1;Flå;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3039/8bd479d2-5a2c-495c-8c6b-5f1139a3fd03;
3040;3040;Kartverket;Gyldig;25.11.2019;1;Nesbyen (tidligere Nes i Buskerud);01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3040/743f9d07-8cf2-45eb-9ff1-110c431b2ab6;
3041;3041;Kartverket;Gyldig;03.05.2019;1;Gol;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3041/b8f9c890-4101-4491-b9d3-cafbf847495c;
3042;3042;Kartverket;Gyldig;03.05.2019;1;Hemsedal;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3042/5c9a643d-1187-46d0-989c-5831c737ee0b;
3043;3043;Kartverket;Gyldig;03.05.2019;1;Ål;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3043/26c54da7-3702-49b8-8c6b-1fbdbd2d7b4f;
3044;3044;Kartverket;Gyldig;03.05.2019;1;Hol;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3044/8c349d06-1bf4-49d8-b294-115c4607ff05;
3045;3045;Kartverket;Gyldig;03.05.2019;1;Sigdal;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3045/f067c8c8-b680-4704-809d-dd12c41415a1;
3046;3046;Kartverket;Gyldig;03.05.2019;1;Krødsherad;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3046/b16a409f-c694-4aa3-9ac9-4ea7de1e0e55;
3047;3047;Kartverket;Gyldig;03.05.2019;1;Modum;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3047/b52e0deb-190b-427c-b9fc-a7acc845b654;
3048;3048;Kartverket;Gyldig;03.05.2019;1;Øvre Eiker;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3048/619835f9-520c-4425-b6ea-ba6ee5894697;
3049;3049;Kartverket;Gyldig;03.05.2019;1;Lier;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/3049/ddaa7e82-ba14-45b2-9fd2-7ef4a4a7c010;
